author,statement,source,date,target,Label
Maria Briceño,“El CEO de Pfizer es un lagarto (demonio)”.,Instagram posts,"April 27, 2023",pants-fire,0
Sara Swann,Israel is banning Christianity.,Facebook posts,"April 27, 2023",false,0
Jeff Cercone,"“1,900 food production companies have been destroyed” as part of conspiracy.",Instagram posts,"April 26, 2023",false,0
Madison Czopek,BlackRock owns 59 million shares of Dominion Voting Systems and 45.7 million shares of Fox News. BlackRock sued itself and fired Tucker Carlson as part of the lawsuit.,Facebook posts,"April 26, 2023",barely-true,0
Tom Kertscher,Dr. Anthony Fauci “admits that mask mandates were a broad spectrum failure.”,Instagram posts,"April 26, 2023",false,0
Samantha Putterman,“The abortion pill has been linked to the deaths of at least 28 women in the U.S. alone.”,Instagram posts,"April 26, 2023",barely-true,0
Gabrielle Settles,A Pentagon plan and a CDC poster proves that a “zombie apocalypse” is coming.,Facebook posts,"April 26, 2023",pants-fire,0
Conor Amendola,“Individuals released from incarceration are 129 times more likely to die of a drug overdose during the first two weeks after release.”,Paul Tonko,"April 26, 2023",half-true,0
Marta Campabadal,"“¡Los préstamos de estímulo de $50,000 finalmente están aquí!”",Facebook posts,"• April 26,",false,0
Sara Swann,“The Antarctic ice cap is not melting.”,Instagram posts,"April 25, 2023",pants-fire,0
Loreben Tuquero,Brain aneurysms are a “serious and common COVID-19 mRNA vaccine injury in young people.”,Instagram posts,"April 25, 2023",false,0
Cameron Carr,“Many law enforcement agencies didn’t submit their (hate crime) data to the FBI.”,Kirsten Gillibrand,"April 25, 2023",true,1
Gabrielle Settles,People are participating in “National Rape Day’” on April 24.,TikTok posts,"April 24, 2023",false,0
Jeff Cercone,"""Adam Schiff will be impeached.”",Facebook posts,"April 24, 2023",pants-fire,0
Jeff Cercone,Bill Gates is coating your organic produce with a “dangerous chemical.”,Instagram posts,"April 24, 2023",false,0
Aarón Torres,“Fentanyl is the leading cause of death for Americans 18-45.”,Greg Abbott,"April 24, 2023",mostly-true,0
Gabrielle Settles,"Video shows Nancy Pelosi saying, “I’ve given a shoot-to-kill order for any breach of the speaker’s lobby,” on Jan. 6, 2021.",TikTok posts,"April 21, 2023",pants-fire,0
Loreben Tuquero,"George Soros is banned in Russia, Pakistan, Turkey, Hungary, Poland and the Philippines.",Facebook posts,"April 21, 2023",barely-true,0
Jeff Cercone,"""U.N. calls for decriminalizing sex with minors.”",Instagram posts,"April 21, 2023",false,0
Andy Nguyen,"""Scientists struggle to understand why Antarctica hasn’t warmed for over 70 years despite rise in CO2.""",Instagram posts,"April 21, 2023",false,0
Maria Briceño,"La Reserva Federal “presentó su nuevo sistema de pagos que va a sustituir al sistema bancario actual"".",Facebook posts,"April 21, 2023",false,0
Sara Swann,Symbols on Huggies diapers are coded references to pedophilia.,Instagram posts,"April 20, 2023",pants-fire,0
Marta Campabadal,“Extraterrestres reales de visita”.,Facebook posts,"• April 20,",false,0
Louis Jacobson,"""In the 1960s, liberals emptied our psych wards.""",Mike Pence,"April 20, 2023",half-true,0
Jeff Cercone,A video proves that “our own government is acknowledging that they’re spraying the skies” with toxic chemicals.,Facebook posts,"April 20, 2023",false,0
Grace Abels,Missouri’s attorney general has a website “where people can report trans individuals and the people who help them.”,Tweets,"April 20, 2023",mostly-true,0
Maria Ramirez,Florida has “the second lowest tax burden per capita in the United States.”,Ron DeSantis,"• April 19,",mostly-true,0
Marta Campabadal,"""Nueva ley de perdón está eliminando hasta $15,000 de deuda para todos los estadounidenses…cualquier categoría aplica"".",Facebook posts,"• April 19,",false,0
Sara Swann,The RESTRICT Act would allow the U.S. government to “charge you with a felony and $1 million for having a VPN.”,Instagram posts,"April 19, 2023",barely-true,0
Marta Campabadal,"""La Asociación Nacional de la Deuda ... recientemente aprobó un programa de alivio de la deuda para todos los que tengan más de $10,000 en deuda en tarjetas de crédito"".",Facebook posts,"• April 18,",false,0
Madison Czopek,“One in 5 Americans has lost a family member to gun violence.”,Kamala Harris,"April 18, 2023",mostly-true,0
Maria Briceño,Hay “restos de una nave nodriza gigante ocultada por la NASA” en Marte.,Facebook posts,"April 18, 2023",false,0
Samantha Putterman,Video shows Russian President Vladimir Putin talking in English about U.S. democracy.,Instagram posts,"April 18, 2023",false,0
D.L. Davis,"""WOW county swing suburban voters (in Wisconsin) don't vote for Donald Trump.”",Paul Ryan,"April 18, 2023",true,1
Gabrielle Settles,"""They have been preparing for mass extinction with these death caskets"" in Madison, Ga.",Facebook posts,"April 17, 2023",pants-fire,0
Loreben Tuquero,“34 dead after Lizzo attempted to crowd surf.”,Instagram posts,"April 17, 2023",pants-fire,0
Loreben Tuquero,"A video shows Sen. John Kennedy, R-La., playing a phone conversation between Rep. Alexandria Ocasio-Cortez, D-N.Y., and Hunter Biden.",Facebook posts,"April 17, 2023",pants-fire,0
Samantha Putterman,The U.S. Department of Defense awarded a contract for COVID-19 research in Ukraine months before the virus was known.,TikTok posts,"April 17, 2023",false,0
Ciara O'Rourke,Video shows Kenya’s president saying he will “get rid of U.S. dollar.”,Instagram posts,"April 14, 2023",false,0
Ciara O'Rourke,"“Congress, White House, IRS, Feds, Federal Reserve are shut down.”",Instagram posts,"April 14, 2023",pants-fire,0
Louis Jacobson,“Fewer people get hurt playing rugby” than American football.,Joe Biden,"April 14, 2023",barely-true,0
Ciara O'Rourke,Manhattan District Attorney Alvin Bragg “has been arrested.”,Facebook posts,"April 14, 2023",pants-fire,0
Ciara O'Rourke,Elon Musk is offering people the opportunity to make $1 million “in 90 days while sleeping in.”,Viral image,"April 14, 2023",false,0
Jeff Cercone,“In America our own (central bank digital currency) system is going to be launching July 1. It’s called the FedNow payment system.”,TikTok posts,"April 14, 2023",false,0
Ciara O'Rourke,Video proves John F. Kennedy Jr. is alive.,Viral image,"April 14, 2023",pants-fire,0
Ciara O'Rourke,Video shows John F. Kennedy Jr. in a “real presidential convoy.”,Facebook posts,"April 14, 2023",pants-fire,0
Ciara O'Rourke,Cash App founder Bob Lee’s death is connected to FedNow.,Instagram posts,"April 14, 2023",false,0
Marta Campabadal,“¡Florida emergencia! Huracán Ian golpe directo”.,Facebook posts,"• April 14,",false,0
Jeff Cercone,A video shows a steamroller destroying Bud Light cases in relation to Anheuser-Busch’s partnership with a trans person.,Instagram posts,"April 14, 2023",false,0
Maria Briceño,“La NASA advierte que el sol podría dejar de brillar y causar una catástrofe”.,Facebook posts,"April 14, 2023",barely-true,0
Ciara O'Rourke,The person purporting to be Tiffany Dover is an impostor.,Viral image,"April 14, 2023",pants-fire,0
Tom Kertscher,HIV is not contagious.,Facebook posts,"April 13, 2023",pants-fire,0
Marta Campabadal,"""Latino, inmigrante, recién llegado … Si eres inmigrante en Estados Unidos y llevas más de tres meses ahí, podrías calificar para obtener cupones de comida”.",Facebook posts,"• April 13,",barely-true,0
Samantha Putterman,Abortion pills are dangerous and “1 in 5 women will suffer a complication.”,Alliance Defending Freedom,"April 13, 2023",false,0
Jeff Cercone,"Lead paint was not banned to protect children’s health, but because it would protect people from radiation.",Facebook posts,"April 13, 2023",false,0
Grace Abels,New Kansas law will “authorize genital inspections of children in order for kids to play sports.”,Tweets,"April 13, 2023",barely-true,0
Louis Jacobson,Actions of the Tennessee state legislators who protested against gun violence were “at least equivalent” to the actions of the Jan. 6 insurrectionists.,Cameron Sexton,"April 13, 2023",false,0
Maria Briceño,"El presidente Joe Biden dijo, “estamos quebrados, completamente quebrados. Agarren su dinero del banco, sáquenlo, sáquenlo ya”.",Facebook posts,"April 13, 2023",pants-fire,0
Ciara O'Rourke,“Nike lost a lawsuit against antisemitism and has to give away gift cards to its customers.”,Facebook posts,"April 12, 2023",false,0
Ciara O'Rourke,Video shows U.S. Rep. Jim Jordan slapping special counsel Robert Mueller.,Facebook posts,"April 12, 2023",pants-fire,0
Ciara O'Rourke,Video shows footage of the war in Ukraine.,Facebook posts,"April 12, 2023",false,0
Ciara O'Rourke,“FEMA camps are open for the upcoming arrests for crimes against humanity.”,Facebook posts,"April 12, 2023",pants-fire,0
Sara Swann,“Canada just made it illegal to protest against the LGBT!”,Facebook posts,"April 12, 2023",false,0
Marta Campabadal,“La OTAN ordena apuntar misiles a Rusia y Putin ordena a su ejército invadir Finlandia!”,Facebook posts,"• April 12,",false,0
Ciara O'Rourke,Video shows Sen. Chris Murphy running away because Sen. Ted Cruz said “just shut your mouth.”,Facebook posts,"April 12, 2023",barely-true,0
Maria Briceño,“Joe Biden liberará a reos tras visita de Marco Rubio a El Salvador”.,Facebook posts,"April 12, 2023",false,0
Amy Sherman,"When migrants arrived on Martha’s Vineyard, “They called out the National Guard and deported them within 24 hours.”",Ron DeSantis,"April 11, 2023",false,0
Ciara O'Rourke,A photo shows Jeffrey Epstein with four boys on a beach.,Tweets,"April 11, 2023",false,0
Louis Jacobson,“The 5 states with the highest gun homicide rates in the nation all have loose gun laws” while “the 5 states with the lowest rates have some of the toughest laws.”,Chris Murphy,"April 11, 2023",half-true,0
Jeff Cercone,"Video shows ""HAARP gets destroyed” by protesters.",Instagram posts,"April 10, 2023",false,0
Gabrielle Settles,Elon Musk said a new Tesla feature can scan testicles and use that information “to biometrically unlock and start the car.”,Instagram posts,"April 10, 2023",pants-fire,0
Sara Swann,“Anheuser-Busch CEO resigns” after Bud Light partners with transgender social media influencer Dylan Mulvaney.,Facebook posts,"April 10, 2023",false,0
Ciara O'Rourke,“Hillary Clinton indicted.”,Facebook posts,"April 10, 2023",pants-fire,0
Jill Terreri,Manhattan District Attorney Alvin Bragg “has downgraded over 50% of the felonies to misdemeanors.”,Ron DeSantis,"• April 8,",true,1
Madison Czopek,U.S. public schools don't teach the Declaration of Independence.,Facebook posts,"April 7, 2023",false,0
Paul Specht,“North Carolina ranks last in the country in K-12 funding.”,North Carolina state House Democratic Caucus,"April 7, 2023",barely-true,0
Jeff Cercone,"""Vitamins aren’t FDA approved, but Twinkies are.”",Facebook posts,"April 7, 2023",barely-true,0
Loreben Tuquero,There have been no new COVID-19 variants since Dr. Anthony Fauci retired.,Instagram posts,"April 7, 2023",false,0
Grace Abels,“Florida man charged with a hate crime” for defacing pride crosswalk.,Tweets,"April 7, 2023",barely-true,0
Sara Swann,Pouring soda on raw pork will cause parasites to emerge.,Facebook posts,"April 7, 2023",pants-fire,0
Gabrielle Settles,"A video shows Florida Gov. Ron DeSantis saying, “Now Trump’s been indicted, now the people will have no choice but to accept me as their assigned candidate.”",TikTok posts,"April 7, 2023",pants-fire,0
Sara Swann,"A doctor tweeted that she doesn’t regret giving the COVID-19 vaccine, “even if it turns out I injected you with actual poison and you only have days to live.”",Instagram posts,"April 6, 2023",pants-fire,0
Jeff Cercone,"Report proves that COVID-19 vaccines caused 300,000 excess deaths in 2022.",Instagram posts,"April 6, 2023",false,0
Madison Czopek,“President Trump is officially a political prisoner.”,Tom Fitton,"April 6, 2023",false,0
Amy Sherman,"Regarding Trump’s January 2021 telephone call with Georgia election officials, “nobody found anything wrong with that perfect call until a book promotion tour many months later.”",Donald Trump,"April 5, 2023",pants-fire,0
Louis Jacobson,"“In the next two years, we'll spend more on interest on our national debt than we do on the national defense.”",Mike Pence,"April 5, 2023",half-true,0
Maria Ramirez,"“Title 42 and other Trump-era holdovers are forcing migrants into dangerous, overcrowded conditions in Mexico.”",Joaquin Castro,"• April 5,",mostly-true,0
Maria Briceño,“La mayor parte” del fentanilo que llega a los puertos de Estados Unidos viene desde Canadá.,Facebook posts,"April 5, 2023",false,0
Ciara O'Rourke,Video shows a crowd erupting and Hillary Clinton crying during a committee hearing.,Facebook posts,"April 5, 2023",pants-fire,0
Ciara O'Rourke,Video shows Homeland Security Secretary Alejandro Mayorkas crying after a question from an aide to former President Donald Trump.,Facebook posts,"April 5, 2023",pants-fire,0
